,StateDesc,CityName,Category,Measure,Data_Value_Unit,DataValueTypeID,Data_Value,PopulationCount,Short_Question_Text
617860,Oregon,Eugene,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.6,156185.0,Chronic Kidney Disease
617995,Oregon,Eugene,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.0,156185.0,Mental Health
617996,Oregon,Eugene,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,14.2,156185.0,Mental Health
618130,Oregon,Eugene,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.5,156185.0,Physical Health
618131,Oregon,Eugene,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.1,156185.0,Physical Health
618223,Oregon,Eugene,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,2.8,156185.0,Stroke
618224,Oregon,Eugene,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,2.7,156185.0,Stroke
618313,Oregon,Gresham,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,15.2,105594.0,Health Insurance
618314,Oregon,Gresham,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,15.1,105594.0,Health Insurance
618340,Oregon,Gresham,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,25.0,105594.0,Arthritis
618341,Oregon,Gresham,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,24.5,105594.0,Arthritis
618369,Oregon,Gresham,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,68.2,105594.0,Cholesterol Screening
618395,Oregon,Gresham,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,27.7,105594.0,High Blood Pressure
618396,Oregon,Gresham,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,27.1,105594.0,High Blood Pressure
618422,Oregon,Gresham,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,54.7,105594.0,Taking BP Medication
618423,Oregon,Gresham,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,71.0,105594.0,Taking BP Medication
618449,Oregon,Gresham,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.3,105594.0,Cancer (except skin)
618450,Oregon,Gresham,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,6.0,105594.0,Cancer (except skin)
618477,Oregon,Gresham,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,10.2,105594.0,Current Asthma
618478,Oregon,Gresham,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,10.2,105594.0,Current Asthma
618504,Oregon,Gresham,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.6,105594.0,Coronary Heart Disease
618505,Oregon,Gresham,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,5.4,105594.0,Coronary Heart Disease
618532,Oregon,Gresham,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,59.5,105594.0,Annual Checkup
618533,Oregon,Gresham,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,59.0,105594.0,Annual Checkup
618559,Oregon,Gresham,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,69.1,105594.0,Cholesterol Screening
618613,Oregon,Gresham,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.4,105594.0,COPD
618614,Oregon,Gresham,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,6.3,105594.0,COPD
618747,Oregon,Gresham,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,9.9,105594.0,Diabetes
618748,Oregon,Gresham,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,9.6,105594.0,Diabetes
618774,Oregon,Gresham,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,31.9,105594.0,High Cholesterol
618775,Oregon,Gresham,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,36.1,105594.0,High Cholesterol
618801,Oregon,Gresham,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.8,105594.0,Chronic Kidney Disease
618802,Oregon,Gresham,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.6,105594.0,Chronic Kidney Disease
618882,Oregon,Gresham,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.8,105594.0,Mental Health
618883,Oregon,Gresham,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,15.0,105594.0,Mental Health
618961,Oregon,Gresham,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.4,105594.0,Physical Health
618962,Oregon,Gresham,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,14.3,105594.0,Physical Health
619015,Oregon,Gresham,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.2,105594.0,Stroke
619016,Oregon,Gresham,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.1,105594.0,Stroke
619069,Oregon,Hillsboro,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,13.1,91611.0,Health Insurance
619070,Oregon,Hillsboro,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,13.5,91611.0,Health Insurance
619095,Oregon,Hillsboro,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,21.8,91611.0,Arthritis
619096,Oregon,Hillsboro,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,18.8,91611.0,Arthritis
619147,Oregon,Hillsboro,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,25.9,91611.0,High Blood Pressure
619148,Oregon,Hillsboro,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,22.6,91611.0,High Blood Pressure
619173,Oregon,Hillsboro,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,53.3,91611.0,Taking BP Medication
619174,Oregon,Hillsboro,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,66.1,91611.0,Taking BP Medication
619199,Oregon,Hillsboro,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.3,91611.0,Cancer (except skin)
619200,Oregon,Hillsboro,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,5.1,91611.0,Cancer (except skin)
619225,Oregon,Hillsboro,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.8,91611.0,Current Asthma
619226,Oregon,Hillsboro,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.8,91611.0,Current Asthma
619251,Oregon,Hillsboro,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.0,91611.0,Coronary Heart Disease
619252,Oregon,Hillsboro,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,4.0,91611.0,Coronary Heart Disease
619277,Oregon,Hillsboro,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,60.3,91611.0,Annual Checkup
619278,Oregon,Hillsboro,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,57.8,91611.0,Annual Checkup
619303,Oregon,Hillsboro,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,72.7,91611.0,Cholesterol Screening
619304,Oregon,Hillsboro,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,69.9,91611.0,Cholesterol Screening
619355,Oregon,Hillsboro,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,5.0,91611.0,COPD
619356,Oregon,Hillsboro,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,4.4,91611.0,COPD
619483,Oregon,Hillsboro,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,8.9,91611.0,Diabetes
619484,Oregon,Hillsboro,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,7.6,91611.0,Diabetes
619509,Oregon,Hillsboro,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,30.8,91611.0,High Cholesterol
619510,Oregon,Hillsboro,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,31.6,91611.0,High Cholesterol
619535,Oregon,Hillsboro,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.5,91611.0,Chronic Kidney Disease
619536,Oregon,Hillsboro,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.1,91611.0,Chronic Kidney Disease
619612,Oregon,Hillsboro,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.2,91611.0,Mental Health
619613,Oregon,Hillsboro,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.6,91611.0,Mental Health
619690,Oregon,Hillsboro,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,11.4,91611.0,Physical Health
619691,Oregon,Hillsboro,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,10.7,91611.0,Physical Health
619742,Oregon,Hillsboro,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,2.6,91611.0,Stroke
619743,Oregon,Hillsboro,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,2.1,91611.0,Stroke
619793,Oregon,Medford,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,15.4,74907.0,Health Insurance
619794,Oregon,Medford,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,15.0,74907.0,Health Insurance
619817,Oregon,Medford,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,25.2,74907.0,Arthritis
619818,Oregon,Medford,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,28.0,74907.0,Arthritis
619865,Oregon,Medford,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,27.6,74907.0,High Blood Pressure
619866,Oregon,Medford,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,30.4,74907.0,High Blood Pressure
619889,Oregon,Medford,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,53.4,74907.0,Taking BP Medication
619890,Oregon,Medford,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,73.5,74907.0,Taking BP Medication
619913,Oregon,Medford,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.6,74907.0,Cancer (except skin)
619914,Oregon,Medford,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,7.6,74907.0,Cancer (except skin)
619937,Oregon,Medford,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,10.7,74907.0,Current Asthma
619938,Oregon,Medford,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,10.6,74907.0,Current Asthma
619961,Oregon,Medford,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,6.0,74907.0,Coronary Heart Disease
619962,Oregon,Medford,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,7.1,74907.0,Coronary Heart Disease
619985,Oregon,Medford,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,60.8,74907.0,Annual Checkup
619986,Oregon,Medford,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,62.7,74907.0,Annual Checkup
620009,Oregon,Medford,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,68.2,74907.0,Cholesterol Screening
620010,Oregon,Medford,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,70.1,74907.0,Cholesterol Screening
620057,Oregon,Medford,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,7.0,74907.0,COPD
620058,Oregon,Medford,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,7.6,74907.0,COPD
620174,Oregon,Medford,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,9.5,74907.0,Diabetes
620175,Oregon,Medford,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,10.5,74907.0,Diabetes
620198,Oregon,Medford,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,31.8,74907.0,High Cholesterol
620199,Oregon,Medford,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,38.6,74907.0,High Cholesterol
620222,Oregon,Medford,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.8,74907.0,Chronic Kidney Disease
620223,Oregon,Medford,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,3.1,74907.0,Chronic Kidney Disease
620294,Oregon,Medford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,15.6,74907.0,Mental Health
620295,Oregon,Medford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,15.1,74907.0,Mental Health
620367,Oregon,Medford,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.8,74907.0,Physical Health
620368,Oregon,Medford,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,15.5,74907.0,Physical Health
620415,Oregon,Medford,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.2,74907.0,Stroke
620416,Oregon,Medford,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.7,74907.0,Stroke
620461,Oregon,Portland,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,10.6,583776.0,Health Insurance
620462,Oregon,Portland,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,10.7,583776.0,Health Insurance
620623,Oregon,Portland,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,22.9,583776.0,Arthritis
620624,Oregon,Portland,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,21.5,583776.0,Arthritis
620948,Oregon,Portland,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,25.9,583776.0,High Blood Pressure
620949,Oregon,Portland,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,24.4,583776.0,High Blood Pressure
621110,Oregon,Portland,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,54.7,583776.0,Taking BP Medication
621111,Oregon,Portland,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,69.9,583776.0,Taking BP Medication
621272,Oregon,Portland,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.3,583776.0,Cancer (except skin)
621273,Oregon,Portland,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,5.8,583776.0,Cancer (except skin)
621436,Oregon,Portland,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.5,583776.0,Current Asthma
621437,Oregon,Portland,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.5,583776.0,Current Asthma
621597,Oregon,Portland,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,4.9,583776.0,Coronary Heart Disease
621598,Oregon,Portland,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,4.5,583776.0,Coronary Heart Disease
621759,Oregon,Portland,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,60.8,583776.0,Annual Checkup
621760,Oregon,Portland,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,59.5,583776.0,Annual Checkup
621921,Oregon,Portland,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,72.7,583776.0,Cholesterol Screening
621922,Oregon,Portland,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,71.4,583776.0,Cholesterol Screening
622245,Oregon,Portland,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,5.0,583776.0,COPD
622246,Oregon,Portland,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,4.8,583776.0,COPD
623050,Oregon,Portland,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,8.8,583776.0,Diabetes
623051,Oregon,Portland,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,8.1,583776.0,Diabetes
623212,Oregon,Portland,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,30.6,583776.0,High Cholesterol
623213,Oregon,Portland,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,33.1,583776.0,High Cholesterol
623374,Oregon,Portland,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.6,583776.0,Chronic Kidney Disease
623375,Oregon,Portland,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.4,583776.0,Chronic Kidney Disease
623859,Oregon,Portland,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.4,583776.0,Mental Health
623860,Oregon,Portland,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.6,583776.0,Mental Health
624339,Oregon,Portland,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,11.7,583776.0,Physical Health
624340,Oregon,Portland,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,11.4,583776.0,Physical Health
624666,Oregon,Portland,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,2.7,583776.0,Stroke
624667,Oregon,Portland,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,2.5,583776.0,Stroke
624983,Oregon,Salem,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,15.2,154637.0,Health Insurance
624984,Oregon,Salem,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,15.0,154637.0,Health Insurance
625025,Oregon,Salem,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,24.0,154637.0,Arthritis
625026,Oregon,Salem,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,24.2,154637.0,Arthritis
625109,Oregon,Salem,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,29.2,154637.0,High Blood Pressure
625110,Oregon,Salem,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,29.2,154637.0,High Blood Pressure
625151,Oregon,Salem,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,53.3,154637.0,Taking BP Medication
625152,Oregon,Salem,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,70.1,154637.0,Taking BP Medication
625193,Oregon,Salem,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.4,154637.0,Cancer (except skin)
625194,Oregon,Salem,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,6.4,154637.0,Cancer (except skin)
625235,Oregon,Salem,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,10.2,154637.0,Current Asthma
625236,Oregon,Salem,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,10.2,154637.0,Current Asthma
625277,Oregon,Salem,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.5,154637.0,Coronary Heart Disease
625278,Oregon,Salem,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,5.6,154637.0,Coronary Heart Disease
625319,Oregon,Salem,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,58.3,154637.0,Annual Checkup
625320,Oregon,Salem,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,58.3,154637.0,Annual Checkup
625361,Oregon,Salem,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,69.7,154637.0,Cholesterol Screening
625362,Oregon,Salem,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,69.1,154637.0,Cholesterol Screening
625445,Oregon,Salem,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.1,154637.0,COPD
625446,Oregon,Salem,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,6.1,154637.0,COPD
625650,Oregon,Salem,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,9.2,154637.0,Diabetes
625651,Oregon,Salem,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,9.2,154637.0,Diabetes
625692,Oregon,Salem,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,29.9,154637.0,High Cholesterol
625693,Oregon,Salem,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,34.4,154637.0,High Cholesterol
625734,Oregon,Salem,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.7,154637.0,Chronic Kidney Disease
625735,Oregon,Salem,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.7,154637.0,Chronic Kidney Disease
625860,Oregon,Salem,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,14.0,154637.0,Mental Health
625861,Oregon,Salem,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,14.1,154637.0,Mental Health
625986,Oregon,Salem,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,13.5,154637.0,Physical Health
625987,Oregon,Salem,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,13.5,154637.0,Physical Health
626070,Oregon,Salem,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.0,154637.0,Stroke
626071,Oregon,Salem,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,3.0,154637.0,Stroke
626152,Pennsylvania,Allentown,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,23.4,118032.0,Health Insurance
626153,Pennsylvania,Allentown,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,23.3,118032.0,Health Insurance
626180,Pennsylvania,Allentown,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,29.4,118032.0,Arthritis
626181,Pennsylvania,Allentown,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,28.7,118032.0,Arthritis
626237,Pennsylvania,Allentown,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,34.8,118032.0,High Blood Pressure
626238,Pennsylvania,Allentown,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,33.9,118032.0,High Blood Pressure
626265,Pennsylvania,Allentown,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,61.1,118032.0,Taking BP Medication
626266,Pennsylvania,Allentown,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,74.8,118032.0,Taking BP Medication
626293,Pennsylvania,Allentown,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,5.9,118032.0,Cancer (except skin)
626294,Pennsylvania,Allentown,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,5.8,118032.0,Cancer (except skin)
626321,Pennsylvania,Allentown,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,10.2,118032.0,Current Asthma
626322,Pennsylvania,Allentown,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,10.2,118032.0,Current Asthma
626349,Pennsylvania,Allentown,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,7.2,118032.0,Coronary Heart Disease
626350,Pennsylvania,Allentown,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,7.1,118032.0,Coronary Heart Disease
626377,Pennsylvania,Allentown,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,71.4,118032.0,Annual Checkup
626378,Pennsylvania,Allentown,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,71.1,118032.0,Annual Checkup
626405,Pennsylvania,Allentown,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,69.7,118032.0,Cholesterol Screening
626406,Pennsylvania,Allentown,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,68.1,118032.0,Cholesterol Screening
626461,Pennsylvania,Allentown,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,8.0,118032.0,COPD
626462,Pennsylvania,Allentown,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,7.9,118032.0,COPD
626601,Pennsylvania,Allentown,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,13.1,118032.0,Diabetes
626602,Pennsylvania,Allentown,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,12.6,118032.0,Diabetes
626630,Pennsylvania,Allentown,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,32.1,118032.0,High Cholesterol
626631,Pennsylvania,Allentown,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,36.0,118032.0,High Cholesterol
626658,Pennsylvania,Allentown,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,3.2,118032.0,Chronic Kidney Disease
626659,Pennsylvania,Allentown,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,3.1,118032.0,Chronic Kidney Disease
626742,Pennsylvania,Allentown,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,15.2,118032.0,Mental Health
626743,Pennsylvania,Allentown,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,15.2,118032.0,Mental Health
626826,Pennsylvania,Allentown,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,15.8,118032.0,Physical Health
